SurveyCode,Year,Survey,SurveyRep,Date,Station,TimeStart,TowDuration,Index,Region,RegionFlaSH,Depth,ECSurfacePreTow,ECBottomPreTow,TempSurf,Secchi,Chl-a,TotalMeter,Volume,Acanthomysis aspera ,Acanthomysis hwanhaiensis,Alienacanthomysis macropsis,Deltamysis holmquistae,Hyperacanthomysis longirostris,Neomysis kadiakensis,Neomysis mercedis,Unidentified mysid
19870701,1987,7,1,7/16/1987,NZ042,6:35,10.0,1,SuiBay,Other,,13560,14125,19.3,53,1.90,39553,74.40,0,0,0,0,0,0,0.018217303,0
19870701,1987,7,1,7/16/1987,NZ044,7:00,10.0,0,SuiBay,Other,,13560,16950,19.3,31,1.60,34810,65.47,0,0,0,0,0,0,0.465691541,0
19870701,1987,7,1,7/16/1987,NZ046,7:25,10.0,0,SuiBay,Other,,14560,15680,19.6,31,0.90,35566,66.90,0,0,0,0,0,0,0.704068086,0
19870701,1987,7,1,7/16/1987,NZ048,7:50,10.0,1,SuiBay,Other,,12320,11655,19.9,31,1.80,34971,65.78,0,0,0,0,0,0,0.817036364,0
19870701,1987,7,1,7/16/1987,NZ050,8:15,10.0,0,SuiBay,Other,,12210,11655,20.2,31,1.90,34233,64.39,0,0,0,0,0,0,0.741856973,0
19870701,1987,7,1,7/16/1987,NZ052,8:40,10.0,0,SuiBay,Other,,10212,8880,20.0,26,2.20,31886,59.97,0,0,0,0,0,0,2.064745105,0
19870701,1987,7,1,7/16/1987,NZ054,9:05,10.0,1,SuiBay,Other,,8880,8880,20.4,33,2.50,33825,63.62,0,0,0,0,0,0,0.762600384,0
19870701,1987,7,1,7/16/1987,NZ056,9:30,10.0,0,WestDel,Other,,8580,8325,20.6,36,2.70,31873,59.95,0,0,0,0,0,0,3.45634357,0
19870701,1987,7,1,7/16/1987,NZ058,10:00,10.0,0,WestDel,Other,,6480,6480,21.0,34,3.20,27743,52.18,0,0,0,0,0,0,2.476532484,0
19870701,1987,7,1,7/15/1987,NZ062,5:35,10.0,0,WestDel,Other,,3850,,20.8,26,3.30,35552,66.87,0,0,0,0,0,0,2.709537225,0
19870701,1987,7,1,7/15/1987,NZ064,6:00,10.0,1,SacR,Other,,2862,,21.0,20,3.30,36068,67.84,0,0,0,0,0,0,2.653257257,0
19870701,1987,7,1,7/15/1987,NZ066,6:25,10.0,0,SacR,Other,,1100,,20.8,29,2.60,35608,66.98,0,0,0,0,0,0,6.425163181,0
19870701,1987,7,1,7/15/1987,NZ068,6:45,10.0,0,SacR,Other,,400,,21.3,45,2.50,34979,65.79,0,0,0,0,0,0,0.532703396,0
19870701,1987,7,1,7/14/1987,NZ072,5:30,10.0,0,SJR,Other,,4950,,20.8,32,3.30,22158,41.68,0,0,0,0,0,0,1.653537158,0
19870701,1987,7,1,7/14/1987,NZ074,5:55,10.0,1,SJR,Other,,4158,,21.2,38,2.90,32303,60.76,0,0,0,0,0,0,2.20041333,0
19870701,1987,7,1,7/14/1987,NZ076,6:15,10.0,0,SJR,Other,,3240,,21.1,36,2.60,37974,71.43,0,0,0,0,0,0,0.514694206,0
19870701,1987,7,1,7/14/1987,NZ078,6:40,10.0,0,SJR,Other,,2140,,21.8,39,2.80,32672,61.45,0,0,0,0,0,0,1.297241531,0
19870701,1987,7,1,7/14/1987,NZ080,7:25,10.0,1,SJR,Other,,1177,,21.5,43,2.10,30258,56.91,0,0,0,0,0,0,0.001969995,0
19870701,1987,7,1,7/14/1987,NZ082,7:45,10.0,0,SJR,Other,,803,,21.7,57,3.00,35235,66.27,0,0,0,0,0,0,0.044457545,0
19870701,1987,7,1,7/14/1987,NZ084,8:10,10.0,0,SJR,Other,,519,,21.9,52,3.20,32819,61.73,0,0,0,0,0,0,0.469916214,0
19870701,1987,7,1,7/14/1987,NZ086,8:40,10.0,1,SJR,Other,,302,,22.2,68,2.90,32194,60.55,0,0,0,0,0,0,1.729711138,0
19870701,1987,7,1,7/14/1987,NZ088,9:05,10.0,0,SJR,Other,,263,,22.8,77,2.10,31019,58.34,0,0,0,0,0,0,0.427315249,0
19870701,1987,7,1,7/14/1987,NZ090,9:35,10.0,0,EastDel,Other,,260,,24.3,63,2.80,30226,56.85,0,0,0,0,0,0,0.337098922,0
19870701,1987,7,1,7/14/1987,NZ092,10:10,10.0,1,EastDel,Other,,485,,25.2,64,3.70,30775,57.88,0,0,0,0,0,0,0.635570196,0
19870701,1987,7,1,7/13/1987,NZ098,9:35,10.0,0,SoDel,Other,,278,,23.8,72,2.60,24802,46.65,0,0,0,0,0,0,0.005777584,0
19870701,1987,7,1,7/13/1987,NZC09,10:40,10.0,0,SoDel,Other,,326,,24.4,55,3.10,33270,62.58,0,0,0,0,0,0,0,0
19870701,1987,7,1,7/14/1987,NZD15,7:00,10.0,0,SJR,Other,,1926,,21.8,39,3.10,35368,66.52,0,0,0,0,0,0,0.409309187,0
19870701,1987,7,1,7/13/1987,NZD19,8:25,10.0,0,SoDel,Other,,653,,21.6,51,2.00,33226,62.49,0,0,0,0,0,0,0.139696787,0
19870701,1987,7,1,7/13/1987,NZD28,9:00,10.0,1,SoDel,Other,,525,,22.8,55,2.60,33720,63.42,0,0,0,0,0,0,0.004296249,0
19870701,1987,7,1,7/14/1987,NZM10,11:00,10.0,2,EastDel,Other,,193,,25.1,52,3.30,31038,58.38,0,0,0,0,0,0,0.034336759,0
19870701,1987,7,1,7/20/1987,NZS42,12:25,10.0,2,SuiMar,Other,,11880,12100,20.6,32,6.50,32944,61.96,0,0,0,0,0,0,1.883496426,0
19870702,1987,7,2,8/3/1987,NZ020,9:15,10.0,0,SuiBay,Other,,11000,13200,20.6,89,1.20,34133,64.20,0,0,0,0,0,0,0,0
19870702,1987,7,2,8/3/1987,NZ022,9:35,10.0,0,SuiBay,Other,,14300,16500,20.8,66,2.50,31731,59.68,0,0,0,0,0,0,1.1052346,0
19870702,1987,7,2,8/3/1987,NZ024,9:55,10.0,0,SuiBay,Other,,14300,15400,20.8,69,2.00,37027,69.64,0,0,0,0,0,0,0,0
19870702,1987,7,2,8/3/1987,NZ028,11:55,10.0,1,SuiBay,Other,,11770,12305,21.5,52,3.00,32717,61.54,0,0,0,0,0,0,0.016151596,0
19870702,1987,7,2,8/3/1987,NZ032,10:30,10.0,1,SuiMar,Other,,10920,10920,23.4,63,12.60,39370,74.05,0,0,0,0,0,0,1.723010743,0
19870702,1987,7,2,8/3/1987,NZ040,12:30,10.0,0,SuiBay,Other,,8560,8560,21.9,46,2.90,32113,60.40,0,0,0,0,0,0,0.019903447,0
19870702,1987,7,2,8/5/1987,NZ042,10:55,10.0,1,SuiBay,Other,,16650,16650,20.2,40,2.30,33688,63.36,0,0,0,0,0,0,0.052214239,0
19870702,1987,7,2,8/5/1987,NZ044,11:15,10.0,0,SuiBay,Other,,13420,15950,20.6,51,1.80,45157,84.94,0,0,0,0,0,0,0.402250093,0
19870702,1987,7,2,8/5/1987,NZ046,11:40,10.0,0,SuiBay,Other,,13420,14300,20.6,45,1.30,34592,65.06,0,0,0,0,0,0,0.255727596,0
19870702,1987,7,2,8/5/1987,NZ048,12:00,10.0,1,SuiBay,Other,,12420,12420,21.3,46,2.00,35780,67.30,0,0,0,0,0,0,0.249329371,0
19870702,1987,7,2,8/5/1987,NZ050,12:25,10.0,0,SuiBay,Other,,9630,10165,21.1,48,2.20,36671,68.97,0,0,0,0,0,0,0.839917821,0
19870702,1987,7,2,8/5/1987,NZ052,12:45,10.0,0,SuiBay,Other,,8640,9720,21.2,44,3.20,36466,68.59,0,0,0,0,0,0,0.289071031,0
19870702,1987,7,2,8/5/1987,NZ054,13:05,10.0,1,SuiBay,Other,,8424,8640,21.3,49,3.20,7500,14.11,0,0,0,0,0,0,4.107156938,0
19870702,1987,7,2,8/5/1987,NZ056,13:25,10.0,0,WestDel,Other,,7560,7776,,41,4.50,29360,55.22,0,0,0,0,0,0,2.229940962,0
19870702,1987,7,2,8/5/1987,NZ058,13:50,10.0,0,WestDel,Other,,7020,7560,,44,3.10,37496,70.53,0,0,0,0,0,0,0.917156864,0
19870702,1987,7,2,8/5/1987,NZ060,14:10,10.0,1,WestDel,Other,,4914,6480,,41,4.30,32623,61.36,0,0,0,0,0,0,1.64425121,0
19870702,1987,7,2,7/30/1987,NZ062,5:35,10.0,0,WestDel,Other,,3108,,20.1,33,3.20,34701,65.27,0,0,0,0,0,0,1.640718155,0
19870702,1987,7,2,7/30/1987,NZ064,6:00,10.0,1,SacR,Other,,2240,,19.8,29,2.70,33624,63.24,0,0,0,0,0,0,1.847524195,0
19870702,1987,7,2,7/30/1987,NZ066,6:20,10.0,0,SacR,Other,,392,,19.7,40,2.40,35587,66.94,0,0,0,0,0,0,3.23956946,0
19870702,1987,7,2,7/30/1987,NZ068,6:45,10.0,0,SacR,Other,,194,,20.2,57,1.90,34316,64.54,0,0,0,0,0,0,0.541090553,0
19870702,1987,7,2,7/31/1987,NZ072,5:25,10.0,0,SJR,Other,,1210,,20.8,40,2.80,26973,50.73,0,0,0,0,0,0,2.338884634,0
19870702,1987,7,2,7/31/1987,NZ074,5:50,10.0,1,SJR,Other,,1760,,20.8,40,2.70,34772,65.40,0,0,0,0,0,0,1.421996318,0
19870702,1987,7,2,7/31/1987,NZ076,6:10,10.0,0,SJR,Other,,1296,,21.4,44,2.40,38647,72.69,0,0,0,0,0,0,1.005290432,0
19870702,1987,7,2,7/31/1987,NZ078,6:35,10.0,0,SJR,Other,,1350,,21.4,53,2.90,34924,65.69,0,0,0,0,0,0,0.284066339,0
19870702,1987,7,2,7/31/1987,NZ080,7:15,10.0,1,SJR,Other,,770,,20.9,52,3.00,29948,56.33,0,0,0,0,0,0,0.619524601,0
19870702,1987,7,2,7/31/1987,NZ082,7:40,10.0,0,SJR,Other,,508,,21.1,66,3.10,34722,65.31,0,0,0,0,0,0,0.01075325,0
19870702,1987,7,2,7/31/1987,NZ084,8:05,10.0,0,SJR,Other,,324,,21.1,73,,33931,63.82,0,0,0,0,0,0,0.39690399,0
19870702,1987,7,2,7/31/1987,NZ086,8:30,10.0,1,SJR,Other,,211,,21.3,86,1.80,34081,64.10,0,0,0,0,0,0,0.056548393,0
19870702,1987,7,2,7/31/1987,NZ088,8:55,10.0,0,SJR,Other,,212,,22.1,84,2.30,31458,59.17,0,0,0,0,0,0,0.001524416,0
19870702,1987,7,2,7/31/1987,NZ090,9:40,10.0,0,EastDel,Other,,213,,23.0,82,2.70,35681,67.11,0,0,0,0,0,0,0.695093393,0
19870702,1987,7,2,7/31/1987,NZ092,10:10,10.0,1,EastDel,Other,,500,,24.1,58,4.10,33879,63.72,0,0,0,0,0,0,0.517662776,0
19870702,1987,7,2,7/29/1987,NZ098,10:05,10.0,0,SoDel,Other,,244,,22.1,93,3.20,33388,62.80,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/30/1987,NZC03,8:20,10.0,0,NorDel,Other,,105,,20.6,80,1.10,30248,56.89,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/29/1987,NZC09,11:00,10.0,0,SoDel,Other,,339,,22.1,66,2.20,30297,56.99,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/31/1987,NZD15,6:55,10.0,0,SJR,Other,,842,,21.2,56,3.10,36273,68.23,0,0,0,0,0,0,0.152236885,0
19870702,1987,7,2,7/29/1987,NZD19,8:40,10.0,0,SoDel,Other,,749,,21.7,76,2.80,27142,51.05,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/29/1987,NZD28,9:25,10.0,1,SoDel,Other,,460,,21.9,74,2.40,29813,56.08,0,0,0,0,0,0,0.031105729,0
19870702,1987,7,2,7/30/1987,NZM03,9:40,10.0,0,NorDel,Other,,110,,20.9,66,0.80,33197,62.44,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/30/1987,NZM07,10:20,10.0,0,NEDel,Other,,130,,21.3,72,3.20,37534,70.60,0,0,0,0,0,0,0,0
19870702,1987,7,2,7/31/1987,NZM10,10:10,10.0,2,EastDel,Other,,175,,23.8,59,3.90,30689,57.72,0,0,0,0,0,0,0.021152414,0
19870702,1987,7,2,8/3/1987,NZS42,11:15,10.0,2,SuiMar,Other,,11025,11550,22.7,45,6.20,33931,63.82,0,0,0,0,0,0,5.963012881,0
19870801,1987,8,1,8/14/1987,NZ020,6:05,10.0,0,SuiBay,Other,,14820,17100,18.9,46,1.20,36522,68.69,0,0,0,0,0,0,0.082227998,0
19870801,1987,8,1,8/14/1987,NZ022,6:25,10.0,0,SuiBay,Other,,17100,18810,18.8,38,1.80,33050,62.16,0,0,0,0,0,0,0.154521984,0
19870801,1987,8,1,8/14/1987,NZ024,6:45,10.0,0,SuiBay,Other,,16530,17100,18.6,27,1.70,36049,67.80,0,0,0,0,0,0,0.222406823,0
19870801,1987,8,1,8/14/1987,NZ028,8:35,10.0,1,SuiBay,Other,,12540,12540,18.7,28,1.40,32503,61.13,0,0,0,0,0,0,0.045644416,0
19870801,1987,8,1,8/14/1987,NZ032,7:20,10.0,1,SuiMar,Other,,12320,12320,19.5,33,3.20,36447,68.55,0,0,0,0,0,0,0.683992974,0
19870801,1987,8,1,8/14/1987,NZ040,9:15,10.0,0,SuiBay,Other,,8550,8550,18.5,21,1.80,13914,26.17,0,0,0,0,0,0,0.361867987,0
19870801,1987,8,1,8/17/1987,NZ042,9:10,10.0,1,SuiBay,Other,,13334,14690,19.4,50,1.30,34828,65.51,0,0,0,0,0,0,0.174293783,0
19870801,1987,8,1,8/17/1987,NZ044,9:35,10.0,0,SuiBay,Other,,13440,15680,19.6,35,0.80,32114,60.40,0,0,0,0,0,0,2.513439288,0
19870801,1987,8,1,8/17/1987,NZ046,9:55,10.0,0,SuiBay,Other,,13440,14000,19.6,33,1.10,32861,61.81,0,0,0,0,0,0,0.86674498,0
19870801,1987,8,1,8/17/1987,NZ048,10:20,10.0,1,SuiBay,Other,,12210,12210,20.0,31,1.40,31993,60.18,0,0,0,0,0,0,0.971092806,0
19870801,1987,8,1,8/17/1987,NZ050,10:40,10.0,0,SuiBay,Other,,9768,9990,20.0,43,1.50,33515,63.04,0,0,0,0,0,0,1.397990261,0
19870801,1987,8,1,8/17/1987,NZ052,11:05,10.0,0,SuiBay,Other,,8325,8880,20.0,34,1.90,35957,67.63,0,0,0,0,0,0,0.657041125,0
19870801,1987,8,1,8/17/1987,NZ054,11:25,10.0,1,SuiBay,Other,,7770,7992,20.1,42,2.00,33120,62.30,0,0,0,0,0,0,2.542058299,0
19870801,1987,8,1,8/17/1987,NZ056,11:45,10.0,0,WestDel,Other,,6660,7215,20.2,37,2.80,32644,61.40,0,0,0,0,0,0,2.107181942,0
19870801,1987,8,1,8/17/1987,NZ058,12:10,10.0,0,WestDel,Other,,6660,6660,20.1,41,2.70,34669,65.21,0,0,0,0,0,0,1.068413348,0
19870801,1987,8,1,8/17/1987,NZ060,12:30,10.0,1,WestDel,Other,,4510,5280,20.6,43,3.50,32298,60.75,0,0,0,0,0,0,2.964989693,0
19870801,1987,8,1,8/13/1987,NZ062,5:30,10.0,0,WestDel,Other,,3696,,19.7,28,2.70,34196,64.32,0,0,0,0,0,0,0.959514588,0
19870801,1987,8,1,8/13/1987,NZ064,5:55,10.0,1,SacR,Other,,3136,,19.7,24,2.90,35961,67.64,0,0,0,0,0,0,0.701860788,0
19870801,1987,8,1,8/13/1987,NZ066,6:20,10.0,0,SacR,Other,,555,,20.0,33,2.80,34699,65.27,0,0,0,0,0,0,4.096447937,0
19870801,1987,8,1,8/13/1987,NZ068,6:45,10.0,0,SacR,Other,,370,,19.9,45,2.40,32835,61.76,0,0,0,0,0,0,0.458892618,0
19870801,1987,8,1,8/12/1987,NZ072,5:25,10.0,0,SJR,Other,,4995,,20.0,36,2.40,27157,51.08,0,0,0,0,0,0,1.776070712,0
19870801,1987,8,1,8/12/1987,NZ074,5:50,10.0,1,SJR,Other,,4385,,20.1,37,3.10,33072,62.21,0,0,0,0,0,0,0.932385415,0
19870801,1987,8,1,8/12/1987,NZ076,6:10,10.0,0,SJR,Other,,3219,,20.1,32,3.00,35555,66.88,0,0,0,0,0,0,0.65139096,0
19870801,1987,8,1,8/12/1987,NZ078,6:35,10.0,0,SJR,Other,,2442,,20.1,39,3.50,32433,61.00,0,0,0,0,0,0,0.204911792,0
19870801,1987,8,1,8/12/1987,NZ080,7:20,10.0,1,SJR,Other,,1332,,20.4,43,3.50,30818,57.97,0,0,0,0,0,0,0.177277426,0
19870801,1987,8,1,8/12/1987,NZ082,7:40,10.0,0,SJR,Other,,902,,20.6,52,3.10,35309,66.41,0,0,0,0,0,0,0.021716796,0
19870801,1987,8,1,8/12/1987,NZ084,8:05,10.0,0,SJR,Other,,550,,20.9,49,2.60,34584,65.05,0,0,0,0,0,0,0.033374291,0
19870801,1987,8,1,8/12/1987,NZ086,8:30,10.0,1,SJR,Other,,335,,21.1,68,2.90,31503,59.25,0,0,0,0,0,0,0.687511238,0
19870801,1987,8,1,8/12/1987,NZ088,8:55,10.0,0,SJR,Other,,300,,21.6,72,,29678,55.82,0,0,0,0,0,0,0.001615846,0
19870801,1987,8,1,8/12/1987,NZ090,9:25,10.0,0,EastDel,Other,,244,,23.3,64,2.80,25350,47.68,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/12/1987,NZ092,9:55,10.0,1,EastDel,Other,,440,,24.8,55,3.00,31914,60.03,0,0,0,0,0,0,0.100239421,0
19870801,1987,8,1,8/11/1987,NZ098,9:15,10.0,0,SoDel,Other,,312,,23.1,84,2.30,20589,38.73,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/13/1987,NZC03,8:10,10.0,0,NorDel,Other,,124,,21.1,75,1.10,33428,62.87,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/11/1987,NZC09,10:10,10.0,0,SoDel,Other,,385,,23.4,76,2.50,32098,60.37,0,0,0,0,0,0,0.004464317,0
19870801,1987,8,1,8/12/1987,NZD15,6:55,10.0,0,SJR,Other,,2090,,20.5,43,3.70,35218,66.24,0,0,0,0,0,0,0.209331029,0
19870801,1987,8,1,8/11/1987,NZD19,8:05,10.0,0,SoDel,Other,,605,,20.7,48,2.90,33518,63.04,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/11/1987,NZD28,8:40,10.0,1,SoDel,Other,,663,,21.5,68,2.70,31633,59.50,0,0,0,0,0,0,0.030574408,0
19870801,1987,8,1,8/13/1987,NZM03,9:30,10.0,0,NorDel,Other,,123,,21.5,68,0.80,33911,63.78,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/13/1987,NZM07,10:10,10.0,0,NEDel,Other,,130,,21.4,79,2.70,32442,61.02,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/12/1987,NZM10,10:40,10.0,2,EastDel,Other,,187,,23.0,53,4.20,16774,31.55,0,0,0,0,0,0,0,0
19870801,1987,8,1,8/14/1987,NZS42,8:00,10.0,2,SuiMar,Other,,11300,11300,19.4,24,4.40,33983,63.92,0,0,0,0,0,0,5.791000892,0
19870802,1987,8,2,9/1/1987,NZ020,9:20,10.0,0,SuiBay,Other,,13440,14560,19.9,51,1.90,34339,64.59,0,0,0,0,0,0,0.513867886,0
19870802,1987,8,2,9/1/1987,NZ022,9:40,10.0,0,SuiBay,Other,,15904,16800,19.9,51,2.20,32949,61.97,0,0,0,0,0,0,0.260225966,0
19870802,1987,8,2,9/1/1987,NZ024,10:00,10.0,0,SuiBay,Other,,15120,15120,19.9,36,2.50,36886,69.38,0,0,0,0,0,0,0.197187005,0
19870802,1987,8,2,9/1/1987,NZ028,11:55,10.0,1,SuiBay,Other,,13875,14430,20.3,30,1.90,34732,65.33,0,0,0,0,0,0,0.05195095,0
19870802,1987,8,2,9/1/1987,NZ032,10:40,10.0,1,SuiMar,Other,,11660,11660,22.4,51,3.90,31201,58.69,0,0,0,0,0,0,3.870542159,0
19870802,1987,8,2,9/1/1987,NZ040,12:45,10.0,0,SuiBay,Other,,9900,9900,20.6,30,3.10,32555,61.23,0,0,0,0,0,0,0.103809705,0
19870802,1987,8,2,9/2/1987,NZ042,9:40,10.0,1,SuiBay,Other,,15540,16650,20.1,24,,34392,64.69,0,0,0,0,0,0,0.108581409,0
19870802,1987,8,2,9/2/1987,NZ044,10:05,10.0,0,SuiBay,Other,,12432,15540,20.0,62,,32023,60.23,0,0,0,0,0,0,0.464100157,0
19870802,1987,8,2,9/2/1987,NZ046,10:30,10.0,0,SuiBay,Other,,12100,14300,20.6,56,1.20,30525,57.41,0,0,0,0,0,0,0.492944086,0
19870802,1987,8,2,9/2/1987,NZ048,10:50,10.0,1,SuiBay,Other,,10450,12100,20.7,53,1.70,33882,63.73,0,0,0,0,0,0,0.135834086,0
19870802,1987,8,2,9/2/1987,NZ050,11:15,10.0,0,SuiBay,Other,,9350,10450,20.6,59,2.10,33822,63.62,0,0,0,0,0,0,0.063804297,0
19870802,1987,8,2,9/2/1987,NZ052,11:35,10.0,0,SuiBay,Other,,8580,8800,20.7,43,2.10,37405,70.36,0,0,0,0,0,0,0.363111798,0
19870802,1987,8,2,9/2/1987,NZ054,12:00,10.0,1,SuiBay,Other,,7700,8250,20.8,56,2.40,36100,67.90,0,0,0,0,0,0,0.996215017,0
19870802,1987,8,2,9/2/1987,NZ056,12:20,10.0,0,WestDel,Other,,7480,7700,20.7,50,2.60,34904,65.65,0,0,0,0,0,0,0.297162658,0
19870802,1987,8,2,9/2/1987,NZ058,12:45,10.0,0,WestDel,Other,,6600,6600,20.7,33,2.70,36699,69.03,0,0,0,0,0,0,0.272088178,0
19870802,1987,8,2,9/2/1987,NZ060,13:05,10.0,1,WestDel,Other,,4785,5390,20.7,44,3.30,33059,62.18,0,0,0,0,0,0,2.254330911,0
19870802,1987,8,2,8/31/1987,NZ062,9:35,10.0,0,WestDel,Other,,3219,,20.3,35,3.10,26126,49.14,0,0,0,0,0,0,0.718561581,0
19870802,1987,8,2,8/31/1987,NZ064,10:05,10.0,1,SacR,Other,,1498,,20.2,35,2.10,24903,46.84,0,0,0,0,0,0,3.972002476,0
19870802,1987,8,2,8/31/1987,NZ066,10:30,10.0,0,SacR,Other,,495,,20.8,53,3.10,23552,44.30,0,0,0,0,0,0,12.17451908,0
19870802,1987,8,2,8/31/1987,NZ068,10:55,10.0,0,SacR,Other,,176,,21.6,65,2.00,20395,38.36,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/28/1987,NZ072,5:55,10.0,0,SJR,Other,,3864,,19.5,33,2.60,31092,58.48,0,0,0,0,0,0,0.817888941,0
19870802,1987,8,2,8/28/1987,NZ074,6:15,10.0,1,SJR,Other,,3136,,19.9,40,3.90,34061,64.07,0,0,0,0,0,0,0.422729551,0
19870802,1987,8,2,8/28/1987,NZ076,6:40,10.0,0,SJR,Other,,2576,,19.9,38,2.90,35919,67.56,0,0,0,0,0,0,0.316742217,0
19870802,1987,8,2,8/28/1987,NZ078,7:05,10.0,0,SJR,Other,,1998,,20.4,56,2.80,34693,65.25,0,0,0,0,0,0,0.529071773,0
19870802,1987,8,2,8/28/1987,NZ080,7:45,10.0,1,SJR,Other,,1110,,20.3,45,3.30,32098,60.37,0,0,0,0,0,0,0.142338557,0
19870802,1987,8,2,8/28/1987,NZ082,8:10,10.0,0,SJR,Other,,722,,20.4,60,4.90,34637,65.15,0,0,0,0,0,0,0.001384505,0
19870802,1987,8,2,8/28/1987,NZ084,8:35,10.0,0,SJR,Other,,456,,20.6,63,8.30,32706,61.52,0,0,0,0,0,0,0.244468417,0
19870802,1987,8,2,8/28/1987,NZ086,9:00,10.0,1,SJR,Other,,292,,21.1,78,12.40,26536,49.91,0,0,0,0,0,0,0.103724862,0
19870802,1987,8,2,8/28/1987,NZ088,9:30,10.0,0,SJR,Other,,238,,21.4,85,18.20,13828,26.01,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/28/1987,NZ090,10:00,10.0,0,EastDel,Other,,265,,22.1,63,11.20,15855,29.82,0,0,0,0,0,0,0.028840932,0
19870802,1987,8,2,8/28/1987,NZ092,10:25,10.0,1,EastDel,Other,,494,,23.9,40,3.80,15641,29.42,0,0,0,0,0,0,0.364723791,0
19870802,1987,8,2,8/27/1987,NZ098,11:55,10.0,0,SoDel,Other,,260,,22.2,82,12.00,17235,32.42,0,0,0,0,0,0,0.026531649,0
19870802,1987,8,2,8/31/1987,NZC03,12:35,10.0,0,NorDel,Other,,156,,23.4,85,1.30,19673,37.00,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/27/1987,NZC09,12:45,10.0,0,SoDel,Other,,315,,22.8,74,11.80,24937,46.90,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/28/1987,NZD15,7:25,10.0,0,SJR,Other,,1665,,20.3,54,3.40,34925,65.69,0,0,0,0,0,0,0.070128247,0
19870802,1987,8,2,8/27/1987,NZD19,10:40,10.0,0,SoDel,Other,,770,,20.8,61,4.40,27270,51.29,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/27/1987,NZD28,11:15,10.0,1,SoDel,Other,,588,,21.6,66,10.10,19976,37.57,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/31/1987,NZM03,14:00,10.0,0,NorDel,Other,,144,,23.5,71,1.10,29304,55.12,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/31/1987,NZM07,14:40,10.0,0,NEDel,Other,,,,23.5,82,3.60,30471,57.31,0,0,0,0,0,0,0,0
19870802,1987,8,2,8/28/1987,NZM10,11:00,10.0,2,EastDel,Other,,168,,22.8,58,5.70,16325,30.71,0,0,0,0,0,0,0.002937524,0
19870802,1987,8,2,9/1/1987,NZS42,11:15,10.0,2,SuiMar,Other,,11340,11664,21.4,40,5.20,29183,54.89,0,0,0,0,0,0,8.70215535,0
19870901,1987,9,1,9/15/1987,NZ020,9:40,10.0,0,SuiBay,Other,,24541,27378,19.2,48,1.50,35247,66.30,0,0,0,0,0,0,0.159978019,0
19870901,1987,9,1,9/15/1987,NZ022,10:00,10.0,0,SuiBay,Other,,23688,25200,19.7,62,1.70,31876,59.96,0,0,0,0,0,0,0.034058088,0
19870901,1987,9,1,9/15/1987,NZ024,10:25,10.0,0,SuiBay,Other,,19868,21126,20.0,48,1.40,37012,69.62,0,0,0,0,0,0,0.602785908,0
19870901,1987,9,1,9/15/1987,NZ028,12:15,10.0,1,SuiBay,Other,,18200,18500,20.6,57,1.10,34506,64.90,0,0,0,0,0,0,0,0
19870901,1987,9,1,9/15/1987,NZ032,11:00,10.0,1,SuiMar,Other,,17369,17570,20.6,66,2.10,35996,67.70,0,0,0,0,0,0,0.779795327,0
19870901,1987,9,1,9/15/1987,NZ040,12:50,10.0,0,SuiBay,Other,,13855,13883,20.6,57,1.10,35973,67.66,0,0,0,0,0,0,0,0
19870901,1987,9,1,9/16/1987,NZ042,10:30,10.0,1,SuiBay,Other,,23562,24142,19.5,55,0.80,38781,72.94,0,0,0,0,0,0,0.04705275,0
19870901,1987,9,1,9/16/1987,NZ044,10:55,10.0,0,SuiBay,Other,,17758,22292,20.0,96,0.80,34893,65.63,0,0,0,0,0,0,0.172403312,0
19870901,1987,9,1,9/16/1987,NZ046,11:20,10.0,0,SuiBay,Other,,18592,19849,20.0,54,1.20,36084,67.87,0,0,0,0,0,0,0.029649007,0
19870901,1987,9,1,9/16/1987,NZ048,11:40,10.0,1,SuiBay,Other,,14719,18192,20.6,69,2.30,29633,55.74,0,0,0,0,0,0,0.085733522,0
19870901,1987,9,1,9/16/1987,NZ050,12:00,10.0,0,SuiBay,Other,,12790,15536,21.1,75,1.90,35830,67.39,0,0,0,0,0,0,0.074419373,0
19870901,1987,9,1,9/16/1987,NZ052,12:25,10.0,0,SuiBay,Other,,12480,14451,20.3,54,1.40,35107,66.03,0,0,0,0,0,0,0.112573608,0
