"SampleDate","Station","TowNum","CountOfLength","Common Name","Catch","FishCode"
3/30/2007 0:00:00,345,2,23,"Longfin Smelt",23,2
3/30/2007 0:00:00,345,3,18,"Longfin Smelt",18,2
3/30/2007 0:00:00,346,1,50,"Longfin Smelt",57,2
3/30/2007 0:00:00,346,2,50,"Longfin Smelt",103,2
3/30/2007 0:00:00,346,3,50,"Longfin Smelt",63,2
4/9/2007 0:00:00,809,2,1,"Longfin Smelt",1,2
4/9/2007 0:00:00,809,3,1,"Longfin Smelt",1,2
4/10/2007 0:00:00,704,2,4,"Longfin Smelt",4,2
4/10/2007 0:00:00,707,3,1,"Longfin Smelt",1,2
4/11/2007 0:00:00,501,1,2,"Longfin Smelt",2,2
4/11/2007 0:00:00,501,2,1,"Longfin Smelt",1,2
4/11/2007 0:00:00,501,3,1,"Longfin Smelt",1,2
4/11/2007 0:00:00,504,1,2,"Longfin Smelt",2,2
4/11/2007 0:00:00,504,2,1,"Longfin Smelt",1,2
4/11/2007 0:00:00,504,3,1,"Longfin Smelt",1,2
4/11/2007 0:00:00,508,1,11,"Longfin Smelt",11,2
4/11/2007 0:00:00,508,2,6,"Longfin Smelt",6,2
4/11/2007 0:00:00,508,3,6,"Longfin Smelt",6,2
4/11/2007 0:00:00,513,1,40,"Longfin Smelt",40,2
4/11/2007 0:00:00,513,2,48,"Longfin Smelt",48,2
4/11/2007 0:00:00,513,3,24,"Longfin Smelt",24,2
4/11/2007 0:00:00,520,1,11,"Longfin Smelt",11,2
4/11/2007 0:00:00,520,2,11,"Longfin Smelt",11,2
4/11/2007 0:00:00,520,3,7,"Longfin Smelt",7,2
4/11/2007 0:00:00,703,1,3,"Longfin Smelt",3,2
4/11/2007 0:00:00,801,1,6,"Longfin Smelt",6,2
4/11/2007 0:00:00,801,2,6,"Longfin Smelt",6,2
4/11/2007 0:00:00,801,3,31,"Longfin Smelt",31,2
4/11/2007 0:00:00,804,1,3,"Longfin Smelt",3,2
4/11/2007 0:00:00,804,2,1,"Longfin Smelt",1,2
4/12/2007 0:00:00,405,2,1,"Longfin Smelt",1,2
4/12/2007 0:00:00,418,1,1,"Longfin Smelt",1,2
4/12/2007 0:00:00,602,1,6,"Longfin Smelt",6,2
4/12/2007 0:00:00,602,3,1,"Longfin Smelt",1,2
4/12/2007 0:00:00,606,1,26,"Longfin Smelt",26,2
4/12/2007 0:00:00,606,2,50,"Longfin Smelt",77,2
4/12/2007 0:00:00,606,3,25,"Longfin Smelt",25,2
4/12/2007 0:00:00,609,1,30,"Longfin Smelt",30,2
4/12/2007 0:00:00,609,2,21,"Longfin Smelt",21,2
4/12/2007 0:00:00,609,3,32,"Longfin Smelt",32,2
4/12/2007 0:00:00,610,1,14,"Longfin Smelt",14,2
4/12/2007 0:00:00,610,2,32,"Longfin Smelt",32,2
4/12/2007 0:00:00,610,3,16,"Longfin Smelt",16,2
4/13/2007 0:00:00,323,1,2,"Longfin Smelt",2,2
4/13/2007 0:00:00,323,2,2,"Longfin Smelt",2,2
4/13/2007 0:00:00,340,1,3,"Longfin Smelt",3,2
4/13/2007 0:00:00,340,2,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,340,3,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,342,1,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,342,2,3,"Longfin Smelt",3,2
4/13/2007 0:00:00,342,3,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,344,1,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,344,2,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,344,3,2,"Longfin Smelt",2,2
4/13/2007 0:00:00,345,1,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,346,1,1,"Longfin Smelt",1,2
4/13/2007 0:00:00,346,2,4,"Longfin Smelt",4,2
4/13/2007 0:00:00,346,3,5,"Longfin Smelt",5,2
4/23/2007 0:00:00,809,2,4,"Longfin Smelt",4,2
4/23/2007 0:00:00,809,3,2,"Longfin Smelt",2,2
4/23/2007 0:00:00,901,2,1,"Longfin Smelt",1,2
4/23/2007 0:00:00,902,2,1,"Longfin Smelt",1,2
4/24/2007 0:00:00,706,1,8,"Longfin Smelt",8,2
4/24/2007 0:00:00,706,2,6,"Longfin Smelt",6,2
4/24/2007 0:00:00,706,3,4,"Longfin Smelt",4,2
4/24/2007 0:00:00,707,2,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,508,1,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,508,2,5,"Longfin Smelt",5,2
4/25/2007 0:00:00,508,3,5,"Longfin Smelt",5,2
4/25/2007 0:00:00,513,1,45,"Longfin Smelt",45,2
4/25/2007 0:00:00,513,2,50,"Longfin Smelt",51,2
4/25/2007 0:00:00,513,3,50,"Longfin Smelt",66,2
4/25/2007 0:00:00,519,1,1,"Longfin Smelt",1,2
4/25/2007 0:00:00,519,2,1,"Longfin Smelt",1,2
4/25/2007 0:00:00,520,1,3,"Longfin Smelt",3,2
4/25/2007 0:00:00,520,2,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,703,1,1,"Longfin Smelt",1,2
4/25/2007 0:00:00,703,2,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,703,3,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,704,1,14,"Longfin Smelt",14,2
4/25/2007 0:00:00,704,2,6,"Longfin Smelt",6,2
4/25/2007 0:00:00,704,3,4,"Longfin Smelt",4,2
4/25/2007 0:00:00,801,1,5,"Longfin Smelt",5,2
4/25/2007 0:00:00,801,2,8,"Longfin Smelt",8,2
4/25/2007 0:00:00,801,3,4,"Longfin Smelt",4,2
4/25/2007 0:00:00,804,1,2,"Longfin Smelt",2,2
4/25/2007 0:00:00,804,2,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,405,1,5,"Longfin Smelt",5,2
4/26/2007 0:00:00,405,2,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,405,3,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,418,1,3,"Longfin Smelt",3,2
4/26/2007 0:00:00,418,2,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,418,3,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,501,1,4,"Longfin Smelt",4,2
4/26/2007 0:00:00,501,2,3,"Longfin Smelt",3,2
4/26/2007 0:00:00,501,3,4,"Longfin Smelt",4,2
4/26/2007 0:00:00,504,1,5,"Longfin Smelt",5,2
4/26/2007 0:00:00,504,2,8,"Longfin Smelt",8,2
4/26/2007 0:00:00,504,3,6,"Longfin Smelt",6,2
4/26/2007 0:00:00,602,1,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,602,2,1,"Longfin Smelt",1,2
4/26/2007 0:00:00,602,3,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,606,1,13,"Longfin Smelt",13,2
4/26/2007 0:00:00,606,2,4,"Longfin Smelt",4,2
4/26/2007 0:00:00,606,3,2,"Longfin Smelt",2,2
4/26/2007 0:00:00,609,1,50,"Longfin Smelt",73,2
4/26/2007 0:00:00,609,2,46,"Longfin Smelt",46,2
4/26/2007 0:00:00,609,3,26,"Longfin Smelt",26,2
4/26/2007 0:00:00,610,1,4,"Longfin Smelt",4,2
4/26/2007 0:00:00,610,2,5,"Longfin Smelt",5,2
4/26/2007 0:00:00,610,3,4,"Longfin Smelt",4,2
4/27/2007 0:00:00,340,1,1,"Longfin Smelt",1,2
4/27/2007 0:00:00,340,3,4,"Longfin Smelt",4,2
4/27/2007 0:00:00,342,1,1,"Longfin Smelt",1,2
4/27/2007 0:00:00,346,2,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,513,1,3,"Longfin Smelt",3,2
5/9/2007 0:00:00,513,2,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,513,3,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,520,3,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,703,1,15,"Longfin Smelt",15,2
5/9/2007 0:00:00,703,2,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,704,1,7,"Longfin Smelt",7,2
5/9/2007 0:00:00,704,2,7,"Longfin Smelt",7,2
5/9/2007 0:00:00,704,3,1,"Longfin Smelt",1,2
5/9/2007 0:00:00,801,1,3,"Longfin Smelt",3,2
5/9/2007 0:00:00,801,2,5,"Longfin Smelt",5,2
5/9/2007 0:00:00,801,3,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,405,1,3,"Longfin Smelt",3,2
5/11/2007 0:00:00,405,3,3,"Longfin Smelt",3,2
5/11/2007 0:00:00,418,1,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,418,2,2,"Longfin Smelt",2,2
5/11/2007 0:00:00,602,1,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,602,2,12,"Longfin Smelt",12,2
5/11/2007 0:00:00,602,3,4,"Longfin Smelt",4,2
5/11/2007 0:00:00,606,1,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,606,3,6,"Longfin Smelt",6,2
5/11/2007 0:00:00,609,1,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,609,2,2,"Longfin Smelt",2,2
5/11/2007 0:00:00,609,3,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,610,1,1,"Longfin Smelt",1,2
5/11/2007 0:00:00,610,2,3,"Longfin Smelt",3,2
5/11/2007 0:00:00,610,3,2,"Longfin Smelt",2,2
5/11/2007 0:00:00,706,1,1,"Longfin Smelt",1,2
5/12/2007 0:00:00,501,1,1,"Longfin Smelt",1,2
5/12/2007 0:00:00,501,2,4,"Longfin Smelt",4,2
5/12/2007 0:00:00,501,3,2,"Longfin Smelt",2,2
5/12/2007 0:00:00,519,1,15,"Longfin Smelt",15,2
5/12/2007 0:00:00,519,2,4,"Longfin Smelt",4,2
5/23/2007 0:00:00,513,1,2,"Longfin Smelt",2,2
5/23/2007 0:00:00,513,2,5,"Longfin Smelt",5,2
5/23/2007 0:00:00,513,3,1,"Longfin Smelt",1,2
5/23/2007 0:00:00,703,1,1,"Longfin Smelt",1,2
5/23/2007 0:00:00,704,2,1,"Longfin Smelt",1,2
5/24/2007 0:00:00,411,3,3,"Longfin Smelt",3,2
5/24/2007 0:00:00,418,2,2,"Longfin Smelt",2,2
5/24/2007 0:00:00,501,2,1,"Longfin Smelt",1,2
5/24/2007 0:00:00,501,3,1,"Longfin Smelt",1,2
5/24/2007 0:00:00,602,1,1,"Longfin Smelt",1,2
5/24/2007 0:00:00,602,3,2,"Longfin Smelt",2,2
5/24/2007 0:00:00,606,1,4,"Longfin Smelt",4,2
5/24/2007 0:00:00,609,1,2,"Longfin Smelt",2,2
5/24/2007 0:00:00,610,3,1,"Longfin Smelt",1,2
5/26/2007 0:00:00,405,1,1,"Longfin Smelt",1,2
5/26/2007 0:00:00,504,1,3,"Longfin Smelt",3,2
5/26/2007 0:00:00,504,2,2,"Longfin Smelt",2,2
5/26/2007 0:00:00,504,3,3,"Longfin Smelt",3,2
5/26/2007 0:00:00,508,1,4,"Longfin Smelt",4,2
5/26/2007 0:00:00,508,3,1,"Longfin Smelt",1,2
5/26/2007 0:00:00,519,1,1,"Longfin Smelt",1,2
5/26/2007 0:00:00,519,2,9,"Longfin Smelt",9,2
5/26/2007 0:00:00,520,3,3,"Longfin Smelt",3,2
6/4/2007 0:00:00,809,1,1,"Longfin Smelt",1,2
6/6/2007 0:00:00,508,3,1,"Longfin Smelt",1,2
6/6/2007 0:00:00,513,3,1,"Longfin Smelt",1,2
6/6/2007 0:00:00,703,1,2,"Longfin Smelt",2,2
6/6/2007 0:00:00,703,2,1,"Longfin Smelt",1,2
6/6/2007 0:00:00,706,2,2,"Longfin Smelt",2,2
6/6/2007 0:00:00,801,1,4,"Longfin Smelt",4,2
6/6/2007 0:00:00,801,3,1,"Longfin Smelt",1,2
6/7/2007 0:00:00,405,1,9,"Longfin Smelt",9,2
6/7/2007 0:00:00,405,2,6,"Longfin Smelt",6,2
6/7/2007 0:00:00,405,3,9,"Longfin Smelt",9,2
6/7/2007 0:00:00,418,1,4,"Longfin Smelt",4,2
6/7/2007 0:00:00,418,2,2,"Longfin Smelt",3,2
6/7/2007 0:00:00,501,1,3,"Longfin Smelt",4,2
6/7/2007 0:00:00,501,2,4,"Longfin Smelt",4,2
6/8/2007 0:00:00,323,1,1,"Longfin Smelt",1,2
6/8/2007 0:00:00,342,2,1,"Longfin Smelt",1,2
6/9/2007 0:00:00,504,3,1,"Longfin Smelt",1,2
6/9/2007 0:00:00,519,1,1,"Longfin Smelt",1,2
6/9/2007 0:00:00,519,3,1,"Longfin Smelt",1,2
6/21/2007 0:00:00,405,1,1,"Longfin Smelt",1,2
6/21/2007 0:00:00,405,2,1,"Longfin Smelt",1,2
6/21/2007 0:00:00,418,1,1,"Longfin Smelt",1,2
7/5/2007 0:00:00,513,3,1,"Longfin Smelt",1,2
3/5/2008 0:00:00,704,1,7,"Longfin Smelt",7,2
3/5/2008 0:00:00,706,1,11,"Longfin Smelt",11,2
3/5/2008 0:00:00,711,1,1,"Longfin Smelt",1,2
3/5/2008 0:00:00,716,1,1,"Longfin Smelt",1,2
3/6/2008 0:00:00,405,1,4,"Longfin Smelt",4,2
3/6/2008 0:00:00,411,1,50,"Longfin Smelt",94,2
3/6/2008 0:00:00,418,1,9,"Longfin Smelt",9,2
3/6/2008 0:00:00,501,1,1,"Longfin Smelt",1,2
3/6/2008 0:00:00,504,1,50,"Longfin Smelt",229,2
3/6/2008 0:00:00,519,1,13,"Longfin Smelt",13,2
3/6/2008 0:00:00,602,1,50,"Longfin Smelt",90,2
3/7/2008 0:00:00,508,1,5,"Longfin Smelt",5,2
3/7/2008 0:00:00,513,1,4,"Longfin Smelt",4,2
3/7/2008 0:00:00,801,1,4,"Longfin Smelt",4,2
3/7/2008 0:00:00,804,1,4,"Longfin Smelt",4,2
3/17/2008 0:00:00,716,1,1,"Longfin Smelt",1,2
3/17/2008 0:00:00,716,2,1,"Longfin Smelt",1,2
3/17/2008 0:00:00,718,1,6,"Longfin Smelt",6,2
3/17/2008 0:00:00,718,2,5,"Longfin Smelt",5,2
3/17/2008 0:00:00,720,1,1,"Longfin Smelt",1,2
3/17/2008 0:00:00,720,2,1,"Longfin Smelt",1,2
3/17/2008 0:00:00,720,3,1,"Longfin Smelt",1,2
3/17/2008 0:00:00,723,2,2,"Longfin Smelt",2,2
3/17/2008 0:00:00,809,3,4,"Longfin Smelt",4,2
3/18/2008 0:00:00,508,1,7,"Longfin Smelt",7,2
3/18/2008 0:00:00,508,2,24,"Longfin Smelt",24,2
3/18/2008 0:00:00,508,3,50,"Longfin Smelt",70,2
3/18/2008 0:00:00,513,1,3,"Longfin Smelt",3,2
3/18/2008 0:00:00,513,2,3,"Longfin Smelt",3,2
3/18/2008 0:00:00,520,1,21,"Longfin Smelt",21,2
3/18/2008 0:00:00,520,2,11,"Longfin Smelt",11,2
3/18/2008 0:00:00,520,3,30,"Longfin Smelt",30,2
3/18/2008 0:00:00,703,1,1,"Longfin Smelt",1,2
3/18/2008 0:00:00,704,1,3,"Longfin Smelt",3,2
3/18/2008 0:00:00,704,2,2,"Longfin Smelt",2,2
3/18/2008 0:00:00,704,3,3,"Longfin Smelt",3,2
3/18/2008 0:00:00,706,1,6,"Longfin Smelt",6,2
3/18/2008 0:00:00,706,2,3,"Longfin Smelt",3,2
3/18/2008 0:00:00,706,3,1,"Longfin Smelt",1,2
3/18/2008 0:00:00,707,2,4,"Longfin Smelt",4,2
3/18/2008 0:00:00,707,3,2,"Longfin Smelt",2,2
3/18/2008 0:00:00,801,1,10,"Longfin Smelt",10,2
3/18/2008 0:00:00,801,2,6,"Longfin Smelt",6,2
3/18/2008 0:00:00,801,3,2,"Longfin Smelt",2,2
3/18/2008 0:00:00,804,1,5,"Longfin Smelt",5,2
3/18/2008 0:00:00,804,2,33,"Longfin Smelt",33,2
3/18/2008 0:00:00,804,3,22,"Longfin Smelt",22,2
3/18/2008 0:00:00,906,2,1,"Longfin Smelt",1,2
3/19/2008 0:00:00,405,1,1,"Longfin Smelt",1,2
3/19/2008 0:00:00,405,2,4,"Longfin Smelt",4,2
3/19/2008 0:00:00,405,3,1,"Longfin Smelt",1,2
3/19/2008 0:00:00,411,1,15,"Longfin Smelt",15,2
3/19/2008 0:00:00,411,2,16,"Longfin Smelt",16,2
3/19/2008 0:00:00,411,3,12,"Longfin Smelt",12,2
3/19/2008 0:00:00,418,1,8,"Longfin Smelt",8,2
3/19/2008 0:00:00,418,2,4,"Longfin Smelt",4,2
3/19/2008 0:00:00,418,3,6,"Longfin Smelt",6,2
3/19/2008 0:00:00,501,1,38,"Longfin Smelt",38,2
3/19/2008 0:00:00,501,2,50,"Longfin Smelt",60,2
3/19/2008 0:00:00,501,3,19,"Longfin Smelt",20,2
3/19/2008 0:00:00,602,1,50,"Longfin Smelt",378,2
3/19/2008 0:00:00,602,2,50,"Longfin Smelt",286,2
3/19/2008 0:00:00,602,3,50,"Longfin Smelt",200,2
3/19/2008 0:00:00,606,1,50,"Longfin Smelt",595,2
3/19/2008 0:00:00,606,2,50,"Longfin Smelt",399,2
3/19/2008 0:00:00,606,3,50,"Longfin Smelt",428,2
3/19/2008 0:00:00,609,1,50,"Longfin Smelt",182,2
3/19/2008 0:00:00,609,2,50,"Longfin Smelt",154,2
3/19/2008 0:00:00,609,3,50,"Longfin Smelt",138,2
3/19/2008 0:00:00,610,1,40,"Longfin Smelt",40,2
3/19/2008 0:00:00,610,2,28,"Longfin Smelt",28,2
3/19/2008 0:00:00,610,3,25,"Longfin Smelt",25,2
3/20/2008 0:00:00,323,1,4,"Longfin Smelt",4,2
3/20/2008 0:00:00,340,1,21,"Longfin Smelt",21,2
3/20/2008 0:00:00,340,2,4,"Longfin Smelt",4,2
3/20/2008 0:00:00,340,3,5,"Longfin Smelt",5,2
3/20/2008 0:00:00,342,1,50,"Longfin Smelt",52,2
3/20/2008 0:00:00,342,2,47,"Longfin Smelt",47,2
3/20/2008 0:00:00,342,3,39,"Longfin Smelt",39,2
3/20/2008 0:00:00,343,1,50,"Longfin Smelt",62,2
3/20/2008 0:00:00,343,2,50,"Longfin Smelt",336,2
3/20/2008 0:00:00,343,3,50,"Longfin Smelt",251,2
3/20/2008 0:00:00,344,1,50,"Longfin Smelt",375,2
3/20/2008 0:00:00,344,2,50,"Longfin Smelt",179,2
3/20/2008 0:00:00,344,3,48,"Longfin Smelt",48,2
3/20/2008 0:00:00,345,1,50,"Longfin Smelt",81,2
3/20/2008 0:00:00,345,2,50,"Longfin Smelt",79,2
3/20/2008 0:00:00,345,3,50,"Longfin Smelt",248,2
3/20/2008 0:00:00,346,1,30,"Longfin Smelt",30,2
3/20/2008 0:00:00,346,2,41,"Longfin Smelt",41,2
3/20/2008 0:00:00,346,3,31,"Longfin Smelt",31,2
3/21/2008 0:00:00,504,1,50,"Longfin Smelt",114,2
3/21/2008 0:00:00,504,2,34,"Longfin Smelt",34,2
3/21/2008 0:00:00,504,3,50,"Longfin Smelt",73,2
3/21/2008 0:00:00,519,1,35,"Longfin Smelt",35,2
3/21/2008 0:00:00,519,2,49,"Longfin Smelt",68,2
3/21/2008 0:00:00,519,3,50,"Longfin Smelt",53,2
4/1/2008 0:00:00,718,1,2,"Longfin Smelt",2,2
4/1/2008 0:00:00,718,2,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,718,3,6,"Longfin Smelt",6,2
4/1/2008 0:00:00,719,3,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,720,1,2,"Longfin Smelt",2,2
4/1/2008 0:00:00,720,2,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,723,2,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,726,1,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,809,3,4,"Longfin Smelt",4,2
4/1/2008 0:00:00,901,2,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,902,2,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,918,1,1,"Longfin Smelt",1,2
4/1/2008 0:00:00,918,3,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,504,1,6,"Longfin Smelt",6,2
4/2/2008 0:00:00,508,1,50,"Longfin Smelt",79,2
4/2/2008 0:00:00,508,2,48,"Longfin Smelt",48,2
4/2/2008 0:00:00,508,3,33,"Longfin Smelt",33,2
4/2/2008 0:00:00,513,1,43,"Longfin Smelt",43,2
4/2/2008 0:00:00,513,2,26,"Longfin Smelt",26,2
4/2/2008 0:00:00,513,3,50,"Longfin Smelt",65,2
4/2/2008 0:00:00,519,1,29,"Longfin Smelt",29,2
4/2/2008 0:00:00,519,2,43,"Longfin Smelt",43,2
4/2/2008 0:00:00,519,3,28,"Longfin Smelt",28,2
4/2/2008 0:00:00,520,1,34,"Longfin Smelt",34,2
4/2/2008 0:00:00,520,2,45,"Longfin Smelt",45,2
4/2/2008 0:00:00,520,3,38,"Longfin Smelt",38,2
4/2/2008 0:00:00,703,1,25,"Longfin Smelt",25,2
4/2/2008 0:00:00,703,2,12,"Longfin Smelt",12,2
4/2/2008 0:00:00,703,3,8,"Longfin Smelt",8,2
4/2/2008 0:00:00,704,1,5,"Longfin Smelt",5,2
4/2/2008 0:00:00,704,2,3,"Longfin Smelt",3,2
4/2/2008 0:00:00,704,3,2,"Longfin Smelt",2,2
4/2/2008 0:00:00,705,2,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,706,1,2,"Longfin Smelt",2,2
4/2/2008 0:00:00,707,1,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,707,3,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,801,1,8,"Longfin Smelt",8,2
4/2/2008 0:00:00,801,2,3,"Longfin Smelt",3,2
4/2/2008 0:00:00,801,3,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,804,1,22,"Longfin Smelt",22,2
4/2/2008 0:00:00,804,2,31,"Longfin Smelt",31,2
4/2/2008 0:00:00,804,3,34,"Longfin Smelt",34,2
4/2/2008 0:00:00,812,1,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,815,1,1,"Longfin Smelt",1,2
4/2/2008 0:00:00,919,1,1,"Longfin Smelt",1,2
4/3/2008 0:00:00,405,1,3,"Longfin Smelt",3,2
4/3/2008 0:00:00,405,3,8,"Longfin Smelt",8,2
4/3/2008 0:00:00,411,1,2,"Longfin Smelt",2,2
4/3/2008 0:00:00,411,3,2,"Longfin Smelt",2,2
4/3/2008 0:00:00,418,1,10,"Longfin Smelt",10,2
4/3/2008 0:00:00,418,2,3,"Longfin Smelt",3,2
4/3/2008 0:00:00,418,3,2,"Longfin Smelt",2,2
4/3/2008 0:00:00,501,1,13,"Longfin Smelt",13,2
4/3/2008 0:00:00,501,2,6,"Longfin Smelt",6,2
4/3/2008 0:00:00,501,3,7,"Longfin Smelt",7,2
4/3/2008 0:00:00,602,1,50,"Longfin Smelt",94,2
4/3/2008 0:00:00,602,2,13,"Longfin Smelt",13,2
4/3/2008 0:00:00,602,3,32,"Longfin Smelt",32,2
4/3/2008 0:00:00,606,1,50,"Longfin Smelt",712,2
4/3/2008 0:00:00,606,2,50,"Longfin Smelt",634,2
4/3/2008 0:00:00,606,3,50,"Longfin Smelt",780,2
4/3/2008 0:00:00,609,1,50,"Longfin Smelt",432,2
4/3/2008 0:00:00,609,2,50,"Longfin Smelt",342,2
4/3/2008 0:00:00,609,3,50,"Longfin Smelt",271,2
4/3/2008 0:00:00,610,1,50,"Longfin Smelt",57,2
4/3/2008 0:00:00,610,2,44,"Longfin Smelt",44,2
4/3/2008 0:00:00,610,3,26,"Longfin Smelt",26,2
4/4/2008 0:00:00,323,3,1,"Longfin Smelt",1,2
4/4/2008 0:00:00,342,1,2,"Longfin Smelt",2,2
4/4/2008 0:00:00,342,2,18,"Longfin Smelt",18,2
4/4/2008 0:00:00,342,3,4,"Longfin Smelt",4,2
4/4/2008 0:00:00,343,1,50,"Longfin Smelt",64,2
4/4/2008 0:00:00,343,2,46,"Longfin Smelt",46,2
4/4/2008 0:00:00,343,3,17,"Longfin Smelt",17,2
4/4/2008 0:00:00,344,1,32,"Longfin Smelt",32,2
4/4/2008 0:00:00,344,2,25,"Longfin Smelt",25,2
4/4/2008 0:00:00,344,3,24,"Longfin Smelt",24,2
4/4/2008 0:00:00,345,1,11,"Longfin Smelt",11,2
4/4/2008 0:00:00,345,2,12,"Longfin Smelt",12,2
4/4/2008 0:00:00,345,3,18,"Longfin Smelt",18,2
4/4/2008 0:00:00,346,1,50,"Longfin Smelt",74,2
4/4/2008 0:00:00,346,2,50,"Longfin Smelt",52,2
4/4/2008 0:00:00,346,3,33,"Longfin Smelt",33,2
4/14/2008 0:00:00,719,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,719,2,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,719,3,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,720,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,720,3,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,724,2,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,726,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,809,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,809,2,12,"Longfin Smelt",12,2
4/14/2008 0:00:00,809,3,11,"Longfin Smelt",11,2
4/14/2008 0:00:00,901,1,5,"Longfin Smelt",5,2
4/14/2008 0:00:00,901,2,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,901,3,4,"Longfin Smelt",4,2
4/14/2008 0:00:00,902,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,902,2,2,"Longfin Smelt",2,2
4/14/2008 0:00:00,902,3,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,914,1,1,"Longfin Smelt",1,2
4/14/2008 0:00:00,918,2,1,"Longfin Smelt",1,2
4/15/2008 0:00:00,508,1,21,"Longfin Smelt",21,2
4/15/2008 0:00:00,508,2,50,"Longfin Smelt",75,2
4/15/2008 0:00:00,508,3,50,"Longfin Smelt",192,2
4/15/2008 0:00:00,513,1,50,"Longfin Smelt",58,2
4/15/2008 0:00:00,513,2,50,"Longfin Smelt",54,2
4/15/2008 0:00:00,513,3,50,"Longfin Smelt",109,2
4/15/2008 0:00:00,520,1,45,"Longfin Smelt",45,2
4/15/2008 0:00:00,520,2,50,"Longfin Smelt",234,2
4/15/2008 0:00:00,520,3,50,"Longfin Smelt",182,2
4/15/2008 0:00:00,703,1,14,"Longfin Smelt",14,2
4/15/2008 0:00:00,703,2,5,"Longfin Smelt",5,2
4/15/2008 0:00:00,703,3,5,"Longfin Smelt",5,2
4/15/2008 0:00:00,704,1,28,"Longfin Smelt",28,2
4/15/2008 0:00:00,704,2,12,"Longfin Smelt",12,2
4/15/2008 0:00:00,704,3,13,"Longfin Smelt",13,2
4/15/2008 0:00:00,705,1,1,"Longfin Smelt",1,2
4/15/2008 0:00:00,705,3,6,"Longfin Smelt",6,2
4/15/2008 0:00:00,706,1,3,"Longfin Smelt",3,2
4/15/2008 0:00:00,706,2,10,"Longfin Smelt",10,2
4/15/2008 0:00:00,706,3,10,"Longfin Smelt",10,2
4/15/2008 0:00:00,707,2,4,"Longfin Smelt",4,2
4/15/2008 0:00:00,707,3,4,"Longfin Smelt",4,2
4/15/2008 0:00:00,716,2,2,"Longfin Smelt",2,2
4/15/2008 0:00:00,716,3,3,"Longfin Smelt",3,2
4/15/2008 0:00:00,718,2,3,"Longfin Smelt",3,2
4/15/2008 0:00:00,718,3,3,"Longfin Smelt",3,2
4/15/2008 0:00:00,801,1,50,"Longfin Smelt",52,2
4/15/2008 0:00:00,801,2,50,"Longfin Smelt",54,2
4/15/2008 0:00:00,801,3,49,"Longfin Smelt",49,2
4/15/2008 0:00:00,804,1,42,"Longfin Smelt",42,2
