"Station","Date","AnalyteName","Result"
"D41","12/21/1999","temp",11.9
"D41","12/21/1999","secchi",56
"D41","12/21/1999","Microcystis",NA
"D41","1/19/2000","chla",NA
"D41","1/19/2000","temp",11
"D41","1/19/2000","secchi",64
"D41","1/19/2000","Microcystis",NA
"D41","2/17/2000","chla",1.94
"D41","2/17/2000","temp",12.12
"D41","2/17/2000","secchi",44
"D41","2/17/2000","Microcystis",NA
"D41","3/16/2000","chla",2.48
"D41","3/16/2000","temp",13
"D41","3/16/2000","secchi",56
"D41","3/16/2000","Microcystis",NA
"D41","4/14/2000","chla",5.2
"D41","4/14/2000","temp",14.9
"D41","4/14/2000","secchi",76
"D41","4/14/2000","Microcystis",NA
"D41","5/12/2000","chla",2.15
"D41","5/12/2000","temp",15
"D41","5/12/2000","secchi",56
"D41","5/12/2000","Microcystis",NA
"D41","6/13/2000","chla",1.57
"D41","6/13/2000","temp",18.7
"D41","6/13/2000","secchi",100
"D41","6/13/2000","Microcystis",NA
"D41","7/11/2000","chla",1.52
"D41","7/11/2000","temp",19.3
"D41","7/11/2000","secchi",80
"D41","7/11/2000","Microcystis",NA
"D41","8/9/2000","chla",2.52
"D41","8/9/2000","temp",19.6
"D41","8/9/2000","secchi",80
"D41","8/9/2000","Microcystis",NA
"D41","9/8/2000","chla",6.35
"D41","9/8/2000","temp",18.6
"D41","9/8/2000","secchi",104
"D41","9/8/2000","Microcystis",NA
"D41","10/6/2000","chla",4
"D41","10/6/2000","temp",18.1
"D41","10/6/2000","secchi",128
"D41","10/6/2000","Microcystis",NA
"D41","11/7/2000","chla",1.88
"D41","11/7/2000","temp",14.9
"D41","11/7/2000","secchi",110
"D41","11/7/2000","Microcystis",NA
"D41","12/7/2000","chla",1.73
"D41","12/7/2000","temp",11.1
"D41","12/7/2000","secchi",76
"D41","12/7/2000","Microcystis",NA
"D41","1/8/2001","chla",1.58
"D41","1/8/2001","temp",11.3
"D41","1/8/2001","secchi",78
"D41","1/8/2001","Microcystis",NA
"D41","2/6/2001","chla",2.33
"D41","2/6/2001","temp",11.3
"D41","2/6/2001","secchi",56
"D41","2/6/2001","Microcystis",NA
"D41","3/20/2001","chla",6.66
"D41","3/20/2001","temp",14.4
"D41","3/20/2001","secchi",114
"D41","3/20/2001","Microcystis",NA
"D41","4/18/2001","chla",4.35
"D41","4/18/2001","temp",14.1
"D41","4/18/2001","secchi",119
"D41","4/18/2001","Microcystis",NA
"D41","5/18/2001","chla",6.87
"D41","5/18/2001","temp",18.1
"D41","5/18/2001","secchi",75
"D41","5/18/2001","Microcystis",NA
"D41","6/15/2001","chla",2.41
"D41","6/15/2001","temp",19.06
"D41","6/15/2001","secchi",138
"D41","6/15/2001","Microcystis",NA
"D41","7/17/2001","chla",2.69
"D41","7/17/2001","temp",18.54
"D41","7/17/2001","secchi",118
"D41","7/17/2001","Microcystis",NA
"D41","8/15/2001","chla",2.13
"D41","8/15/2001","temp",19.39
"D41","8/15/2001","secchi",114
"D41","8/15/2001","Microcystis",NA
"D41","9/13/2001","chla",2.37
"D41","9/13/2001","temp",18.5
"D41","9/13/2001","secchi",96
"D41","9/13/2001","Microcystis",NA
"D41","10/12/2001","chla",2.47
"D41","10/12/2001","temp",17.6
"D41","10/12/2001","secchi",118
"D41","10/12/2001","Microcystis",NA
"D41","11/14/2001","chla",2.54
"D41","11/14/2001","temp",15.2
"D41","11/14/2001","secchi",92
"D41","11/14/2001","Microcystis",NA
"D41","12/11/2001","chla",1.27
"D41","12/11/2001","temp",12.2
"D41","12/11/2001","secchi",38
"D41","12/11/2001","Microcystis",NA
"D41","1/10/2002","chla",2.63
"D41","1/10/2002","temp",11.4
"D41","1/10/2002","secchi",68
"D41","1/10/2002","Microcystis",NA
"D41","2/8/2002","chla",2.32
"D41","2/8/2002","temp",10.6
"D41","2/8/2002","secchi",90
"D41","2/8/2002","Microcystis",NA
"D41","3/8/2002","chla",4.42
"D41","3/8/2002","temp",12.7
"D41","3/8/2002","secchi",54
"D41","3/8/2002","Microcystis",NA
"D41","4/9/2002","chla",3.65
"D41","4/9/2002","temp",14.6
"D41","4/9/2002","secchi",90
"D41","4/9/2002","Microcystis",NA
"D41","5/7/2002","chla",3.75
"D41","5/7/2002","temp",15.8
"D41","5/7/2002","secchi",112
"D41","5/7/2002","Microcystis",NA
"D41","6/6/2002","chla",3.39
"D41","6/6/2002","temp",19.4
"D41","6/6/2002","secchi",94
"D41","6/6/2002","Microcystis",NA
"D41","7/19/2002","chla",2.12
"D41","7/19/2002","temp",18.5
"D41","7/19/2002","secchi",90
"D41","7/19/2002","Microcystis",NA
"D41","8/19/2002","chla",2.01
"D41","8/19/2002","temp",19.2
"D41","8/19/2002","secchi",130
"D41","8/19/2002","Microcystis",NA
"D41","9/17/2002","chla",2.13
"D41","9/17/2002","temp",18.71
"D41","9/17/2002","secchi",112
"D41","9/17/2002","Microcystis",NA
"D41","10/16/2002","chla",1.89
"D41","10/16/2002","temp",17.3
"D41","10/16/2002","secchi",130
"D41","10/16/2002","Microcystis",NA
"D41","11/15/2002","chla",2.83
"D41","11/15/2002","temp",15.3
"D41","11/15/2002","secchi",116
"D41","11/15/2002","Microcystis",NA
"D41","12/13/2002","chla",2
"D41","12/13/2002","temp",13.2
"D41","12/13/2002","secchi",130
"D41","12/13/2002","Microcystis",NA
"D41","1/14/2003","chla",3.43
"D41","1/14/2003","temp",12.1
"D41","1/14/2003","secchi",96
"D41","1/14/2003","Microcystis",NA
"D41","2/11/2003","chla",2.33
"D41","2/11/2003","temp",11.8
"D41","2/11/2003","secchi",136
"D41","2/11/2003","Microcystis",NA
"D41","3/14/2003","chla",7.1
"D41","3/14/2003","temp",14.1
"D41","3/14/2003","secchi",90
"D41","3/14/2003","Microcystis",NA
"D41","4/14/2003","chla",5.12
"D41","4/14/2003","temp",14
"D41","4/14/2003","secchi",90
"D41","4/14/2003","Microcystis",NA
"D41","5/13/2003","chla",4.41
"D41","5/13/2003","temp",16.4
"D41","5/13/2003","secchi",94
"D41","5/13/2003","Microcystis",NA
"D41","6/11/2003","chla",3.82
"D41","6/11/2003","temp",16.8
"D41","6/11/2003","secchi",116
"D41","6/11/2003","Microcystis",NA
"D41","7/23/2003","chla",4.02
"D41","7/23/2003","temp",19.7
"D41","7/23/2003","secchi",140
"D41","7/23/2003","Microcystis",NA
"D41","8/8/2003","chla",3.35
"D41","8/8/2003","temp",21
"D41","8/8/2003","secchi",120
"D41","8/8/2003","Microcystis",NA
"D41","9/5/2003","chla",2.51
"D41","9/5/2003","temp",19.7
"D41","9/5/2003","secchi",136
"D41","9/5/2003","Microcystis",NA
"D41","10/21/2003","chla",2.78
"D41","10/21/2003","temp",17.8
"D41","10/21/2003","secchi",124
"D41","10/21/2003","Microcystis",NA
"D41","11/20/2003","chla",2.11
"D41","11/20/2003","temp",14.4
"D41","11/20/2003","secchi",116
"D41","11/20/2003","Microcystis",NA
"D41","12/19/2003","chla",1.63
"D41","12/19/2003","temp",11.7
"D41","12/19/2003","secchi",88
"D41","12/19/2003","Microcystis",NA
"D41","1/21/2004","chla",1.4
"D41","1/21/2004","temp",11.8
"D41","1/21/2004","secchi",76
"D41","1/21/2004","Microcystis",NA
"D41","2/20/2004","chla",2.56
"D41","2/20/2004","temp",12
"D41","2/20/2004","secchi",72
"D41","2/20/2004","Microcystis",NA
"D41","3/18/2004","chla",15
"D41","3/18/2004","temp",16.6
"D41","3/18/2004","secchi",72
"D41","3/18/2004","Microcystis",NA
"D41","4/15/2004","chla",7.05
"D41","4/15/2004","temp",15.1
"D41","4/15/2004","secchi",54
"D41","4/15/2004","Microcystis",NA
"D41","5/19/2004","chla",3
"D41","5/19/2004","temp",17.4
"D41","5/19/2004","secchi",94
"D41","5/19/2004","Microcystis",NA
"D41","6/10/2004","chla",1.8
"D41","6/10/2004","temp",18
"D41","6/10/2004","secchi",72
"D41","6/10/2004","Microcystis",NA
"D41","7/9/2004","chla",1.53
"D41","7/9/2004","temp",18.9
"D41","7/9/2004","secchi",64
"D41","7/9/2004","Microcystis",NA
"D41","8/25/2004","chla",2.34
"D41","8/25/2004","temp",20.22
"D41","8/25/2004","secchi",100
"D41","8/25/2004","Microcystis",NA
"D41","9/24/2004","chla",3.59
"D41","9/24/2004","temp",19.53
"D41","9/24/2004","secchi",134
"D41","9/24/2004","Microcystis",NA
"D41","10/22/2004","chla",1.57
"D41","10/22/2004","temp",15.83
"D41","10/22/2004","secchi",132
"D41","10/22/2004","Microcystis",NA
"D41","11/23/2004","chla",2.34
"D41","11/23/2004","temp",13.9
"D41","11/23/2004","secchi",116
"D41","11/23/2004","Microcystis",NA
"D41","12/22/2004","chla",0.38
"D41","12/22/2004","temp",11.74
"D41","12/22/2004","secchi",124
"D41","12/22/2004","Microcystis",NA
"D41","1/21/2005","chla",1
"D41","1/21/2005","temp",10.42
"D41","1/21/2005","secchi",85
"D41","1/21/2005","Microcystis",NA
"D41","2/18/2005","chla",1.15
"D41","2/18/2005","temp",12.73
"D41","2/18/2005","secchi",100
"D41","2/18/2005","Microcystis",NA
"D41","3/23/2005","chla",2.85
"D41","3/23/2005","temp",14.7
"D41","3/23/2005","secchi",76
"D41","3/23/2005","Microcystis",NA
"D41","4/20/2005","chla",4.6
"D41","4/20/2005","temp",14.5
"D41","4/20/2005","secchi",90
"D41","4/20/2005","Microcystis",NA
"D41","5/20/2005","chla",4.12
"D41","5/20/2005","temp",18.42
"D41","5/20/2005","secchi",80
"D41","5/20/2005","Microcystis",NA
"D41","6/17/2005","chla",1.69
"D41","6/17/2005","temp",17
"D41","6/17/2005","secchi",82
"D41","6/17/2005","Microcystis",NA
"D41","7/15/2005","chla",2.45
"D41","7/15/2005","temp",19.86
"D41","7/15/2005","secchi",102
"D41","7/15/2005","Microcystis",NA
"D41","8/12/2005","chla",3.25
"D41","8/12/2005","temp",19.39
"D41","8/12/2005","secchi",120
"D41","8/12/2005","Microcystis",NA
"D41","9/27/2005","chla",3.04
"D41","9/27/2005","temp",18.6
"D41","9/27/2005","secchi",122
"D41","9/27/2005","Microcystis",NA
"D41","10/26/2005","chla",2.72
"D41","10/26/2005","temp",16.2
"D41","10/26/2005","secchi",120
"D41","10/26/2005","Microcystis",NA
"D41","11/23/2005","chla",2.82
"D41","11/23/2005","temp",14.37
"D41","11/23/2005","secchi",116
"D41","11/23/2005","Microcystis",NA
"D41","12/23/2005","chla",4.2
"D41","12/23/2005","temp",12
"D41","12/23/2005","secchi",86
"D41","12/23/2005","Microcystis",NA
"D41","1/25/2006","chla",0.98
"D41","1/25/2006","temp",11
"D41","1/25/2006","secchi",80
"D41","1/25/2006","Microcystis",NA
"D41","2/23/2006","chla",3.97
"D41","2/23/2006","temp",11.2
"D41","2/23/2006","secchi",80
"D41","2/23/2006","Microcystis",NA
"D41","3/24/2006","chla",2.66
"D41","3/24/2006","temp",12.2
"D41","3/24/2006","secchi",60
"D41","3/24/2006","Microcystis",NA
"D41","4/25/2006","chla",2.52
"D41","4/25/2006","temp",14.5
"D41","4/25/2006","secchi",50
"D41","4/25/2006","Microcystis",NA
"D41","5/23/2006","chla",4.29
"D41","5/23/2006","temp",17.3
"D41","5/23/2006","secchi",58
"D41","5/23/2006","Microcystis",NA
"D41","6/23/2006","chla",7.69
"D41","6/23/2006","temp",19.2
"D41","6/23/2006","secchi",60
"D41","6/23/2006","Microcystis",NA
"D41","7/19/2006","chla",5.86
"D41","7/19/2006","temp",20.7
"D41","7/19/2006","secchi",72
"D41","7/19/2006","Microcystis",NA
"D41","8/17/2006","chla",2.05
"D41","8/17/2006","temp",20
"D41","8/17/2006","secchi",80
"D41","8/17/2006","Microcystis",NA
"D41","9/15/2006","chla",1.75
"D41","9/15/2006","temp",18.3
"D41","9/15/2006","secchi",52
"D41","9/15/2006","Microcystis",NA
"D41","10/17/2006","chla",1.64
"D41","10/17/2006","temp",17.2
"D41","10/17/2006","secchi",84
"D41","10/17/2006","Microcystis",NA
"D41","11/15/2006","chla",1.43
"D41","11/15/2006","temp",15.3
"D41","11/15/2006","secchi",102
"D41","11/15/2006","Microcystis",NA
"D41","12/13/2006","chla",1.51
"D41","12/13/2006","temp",12.4
"D41","12/13/2006","secchi",80
"D41","12/13/2006","Microcystis",NA
"D41","1/17/2007","chla",1.19
"D41","1/17/2007","temp",9.6
"D41","1/17/2007","secchi",70
"D41","1/17/2007","Microcystis",NA
"D41","2/15/2007","chla",2.18
"D41","2/15/2007","temp",12.1
"D41","2/15/2007","secchi",80
"D41","2/15/2007","Microcystis",NA
"D41","3/14/2007","chla",7.37
"D41","3/14/2007","temp",13.6
"D41","3/14/2007","secchi",112
"D41","3/14/2007","Microcystis",NA
"D41","4/13/2007","chla",3.36
"D41","4/13/2007","temp",15.3
"D41","4/13/2007","secchi",56
"D41","4/13/2007","Microcystis",NA
"D41","5/11/2007","chla",2.56
"D41","5/11/2007","temp",15.7
"D41","5/11/2007","secchi",96
"D41","5/11/2007","Microcystis",NA
"D41","6/12/2007","chla",2.3
"D41","6/12/2007","temp",17.8
"D41","6/12/2007","secchi",68
"D41","6/12/2007","Microcystis",NA
"D41","7/24/2007","chla",3.56
"D41","7/24/2007","temp",21.2
"D41","7/24/2007","secchi",72
"D41","7/24/2007","Microcystis",NA
"D41","8/22/2007","chla",6.28
"D41","8/22/2007","temp",20.5
"D41","8/22/2007","secchi",112
"D41","8/22/2007","Microcystis",NA
"D41","9/21/2007","chla",3.91
"D41","9/21/2007","temp",19
"D41","9/21/2007","secchi",100
"D41","9/21/2007","Microcystis",NA
"D41","10/19/2007","chla",3.86
"D41","10/19/2007","temp",16.5
"D41","10/19/2007","secchi",116
"D41","10/19/2007","Microcystis",NA
"D41","11/19/2007","chla",1.92
"D41","11/19/2007","temp",15.1
"D41","11/19/2007","secchi",130
"D41","11/19/2007","Microcystis",NA
"D41","12/19/2007","chla",2.13
"D41","12/19/2007","temp",11.2
"D41","12/19/2007","secchi",120
"D41","12/19/2007","Microcystis",NA
"D41","1/18/2008","chla",1.69
"D41","1/18/2008","temp",10
"D41","1/18/2008","secchi",110
"D41","1/18/2008","Microcystis",NA
"D41","2/20/2008","chla",2.2
"D41","2/20/2008","temp",11.5
"D41","2/20/2008","secchi",74
"D41","2/20/2008","Microcystis",NA
"D41","3/18/2008","chla",2.05
"D41","3/18/2008","temp",13.6
"D41","3/18/2008","secchi",98
"D41","3/18/2008","Microcystis",NA
"D41","4/16/2008","chla",4.84
"D41","4/16/2008","temp",14.3
"D41","4/16/2008","secchi",90
"D41","4/16/2008","Microcystis",NA
"D41","5/14/2008","chla",3.72
"D41","5/14/2008","temp",16.4
"D41","5/14/2008","secchi",96
"D41","5/14/2008","Microcystis",NA
"D41","6/13/2008","chla",4.72
"D41","6/13/2008","temp",18.7
"D41","6/13/2008","secchi",108
"D41","6/13/2008","Microcystis",NA
"D41","7/11/2008","chla",2.13
"D41","7/11/2008","temp",19
"D41","7/11/2008","secchi",136
"D41","7/11/2008","Microcystis",NA
"D41","8/13/2008","chla",3.23
"D41","8/13/2008","temp",19.1
"D41","8/13/2008","secchi",104
"D41","8/13/2008","Microcystis",NA
"D41","9/9/2008","chla",4.52
"D41","9/9/2008","temp",20.1
"D41","9/9/2008","secchi",108
"D41","9/9/2008","Microcystis",NA
"D41","10/8/2008","chla",2.9
"D41","10/8/2008","temp",19.1
"D41","10/8/2008","secchi",114
"D41","10/8/2008","Microcystis",NA
"D41","11/21/2008","chla",1.85
"D41","11/21/2008","temp",14.8
"D41","11/21/2008","secchi",76
"D41","11/21/2008","Microcystis",NA
"D41","12/9/2008","chla",2.18
"D41","12/9/2008","temp",12.5
"D41","12/9/2008","secchi",114
"D41","12/9/2008","Microcystis",NA
"D41","1/21/2009","chla",3.51
"D41","1/21/2009","temp",10.8
"D41","1/21/2009","secchi",90
"D41","1/21/2009","Microcystis",NA
"D41","2/23/2009","chla",2.93
"D41","2/23/2009","temp",11.6
"D41","2/23/2009","secchi",104
"D41","2/23/2009","Microcystis",NA
"D41","3/24/2009","chla",4.3
"D41","3/24/2009","temp",13.5
"D41","3/24/2009","secchi",96
"D41","3/24/2009","Microcystis",NA
"D41","4/21/2009","chla",2.24
"D41","4/21/2009","temp",16
"D41","4/21/2009","secchi",96
"D41","4/21/2009","Microcystis",NA
"D41","5/20/2009","chla",2.71
"D41","5/20/2009","temp",17.3
"D41","5/20/2009","secchi",80
"D41","5/20/2009","Microcystis",NA
"D41","6/19/2009","chla",1.69
"D41","6/19/2009","temp",18.6
"D41","6/19/2009","secchi",116
"D41","6/19/2009","Microcystis",NA
"D41","7/17/2009","chla",7.9
"D41","7/17/2009","temp",20.6
"D41","7/17/2009","secchi",120
"D41","7/17/2009","Microcystis",NA
"D41","8/18/2009","chla",2.74
"D41","8/18/2009","temp",19.3
"D41","8/18/2009","secchi",60
"D41","8/18/2009","Microcystis",NA
"D41","9/15/2009","chla",2.62
"D41","9/15/2009","temp",19.4
"D41","9/15/2009","secchi",90
"D41","9/15/2009","Microcystis",NA
"D41","10/13/2009","chla",1.85
"D41","10/13/2009","temp",15.8
"D41","10/13/2009","secchi",NA
"D41","10/13/2009","Microcystis",NA
"D41","11/10/2009","chla",2.29
"D41","11/10/2009","temp",15.3
"D41","11/10/2009","secchi",90
"D41","11/10/2009","Microcystis",NA
"D41","12/14/2009","chla",2.24
"D41","12/14/2009","temp",10.5
"D41","12/14/2009","secchi",72
"D41","12/14/2009","Microcystis",NA
"D41","1/12/2010","chla",1.93
"D41","1/12/2010","temp",10.9
"D41","1/12/2010","secchi",74
"D41","1/12/2010","Microcystis",NA
"D41","2/10/2010","chla",2.66
"D41","2/10/2010","temp",11.8
"D41","2/10/2010","secchi",100
"D41","2/10/2010","Microcystis",NA
"D41","3/12/2010","chla",2.93
"D41","3/12/2010","temp",12.9
"D41","3/12/2010","secchi",92
"D41","3/12/2010","Microcystis",NA
"D41","4/9/2010","chla",2.21
"D41","4/9/2010","temp",14.4
"D41","4/9/2010","secchi",130
"D41","4/9/2010","Microcystis",NA
"D41","5/11/2010","chla",3.08
"D41","5/11/2010","temp",15.6
"D41","5/11/2010","secchi",52
"D41","5/11/2010","Microcystis",NA
"D41","6/8/2010","chla",3.72
"D41","6/8/2010","temp",18.2
"D41","6/8/2010","secchi",76
"D41","6/8/2010","Microcystis",NA
"D41","7/8/2010","chla",3.2
"D41","7/8/2010","temp",19.6
"D41","7/8/2010","secchi",92
"D41","7/8/2010","Microcystis",NA
"D41","8/6/2010","chla",3.36
"D41","8/6/2010","temp",18.5
"D41","8/6/2010","secchi",92
"D41","8/6/2010","Microcystis",NA
"D41","9/17/2010","chla",3.16
"D41","9/17/2010","temp",18.6
"D41","9/17/2010","secchi",136
"D41","9/17/2010","Microcystis",NA
"D41","10/18/2010","chla",2.26
"D41","10/18/2010","temp",17
"D41","10/18/2010","secchi",130
"D41","10/18/2010","Microcystis",NA
"D41","11/17/2010","chla",2.52
"D41","11/17/2010","temp",15.1
"D41","11/17/2010","secchi",140
"D41","11/17/2010","Microcystis",NA
"D41","12/17/2010","chla",2.31
"D41","12/17/2010","temp",11.8
"D41","12/17/2010","secchi",96
"D41","12/17/2010","Microcystis",NA
"D41","1/19/2011","chla",2.1
"D41","1/19/2011","temp",10.5
"D41","1/19/2011","secchi",70
"D41","1/19/2011","Microcystis",NA
"D41","2/16/2011","chla",1.69
"D41","2/16/2011","temp",11.8
"D41","2/16/2011","secchi",70
"D41","2/16/2011","Microcystis",NA
"D41","3/16/2011","chla",5.84
"D41","3/16/2011","temp",12.8
"D41","3/16/2011","secchi",90
"D41","3/16/2011","Microcystis",NA
"D41","4/15/2011","chla",5.19
"D41","4/15/2011","temp",13.7
"D41","4/15/2011","secchi",64
"D41","4/15/2011","Microcystis",NA
"D41","5/16/2011","chla",4.13
"D41","5/16/2011","temp",15.7
"D41","5/16/2011","secchi",40
"D41","5/16/2011","Microcystis",NA
"D41","6/10/2011","chla",2.23
"D41","6/10/2011","temp",15.9
"D41","6/10/2011","secchi",96
"D41","6/10/2011","Microcystis",NA
"D41","7/12/2011","chla",5.01
"D41","7/12/2011","temp",18
"D41","7/12/2011","secchi",92
"D41","7/12/2011","Microcystis",NA
"D41","8/25/2011","chla",3.02
"D41","8/25/2011","temp",18.9
"D41","8/25/2011","secchi",104
"D41","8/25/2011","Microcystis",NA
"D41","9/23/2011","chla",3.76
"D41","9/23/2011","temp",18.5
"D41","9/23/2011","secchi",100
"D41","9/23/2011","Microcystis",NA
"D41","10/21/2011","chla",8.01
"D41","10/21/2011","temp",18
"D41","10/21/2011","secchi",180
"D41","10/21/2011","Microcystis",NA
"D41","11/22/2011","chla",1.95
"D41","11/22/2011","temp",13.3
"D41","11/22/2011","secchi",100
"D41","11/22/2011","Microcystis",NA
"D41","12/21/2011","chla",1.6
"D41","12/21/2011","temp",11
"D41","12/21/2011","secchi",112
"D41","12/21/2011","Microcystis",NA
"D41","1/23/2012","chla",1.98
"D41","1/23/2012","temp",10.6
"D41","1/23/2012","secchi",84
"D41","1/23/2012","Microcystis",NA
"D41","2/17/2012","chla",2.61
"D41","2/17/2012","temp",11.4
"D41","2/17/2012","secchi",100
"D41","2/17/2012","Microcystis",NA
"D41","3/20/2012","chla",1.62
"D41","3/20/2012","temp",12.3
"D41","3/20/2012","secchi",40
"D41","3/20/2012","Microcystis",NA
"D41","4/17/2012","chla",3.72
"D41","4/17/2012","temp",14.6
"D41","4/17/2012","secchi",68
"D41","4/17/2012","Microcystis",NA
"D41","5/16/2012","chla",2.41
"D41","5/16/2012","temp",16.3
"D41","5/16/2012","secchi",76
"D41","5/16/2012","Microcystis",NA
"D41","6/15/2012","chla",3.35
"D41","6/15/2012","temp",18.3
"D41","6/15/2012","secchi",64
"D41","6/15/2012","Microcystis",NA
"D41","7/13/2012","chla",3.8
"D41","7/13/2012","temp",18.6
"D41","7/13/2012","secchi",76
"D41","7/13/2012","Microcystis",NA
"D41","8/14/2012","chla",2.24
"D41","8/14/2012","temp",19.4
"D41","8/14/2012","secchi",104
"D41","8/14/2012","Microcystis",NA
"D41","9/11/2012","chla",2.57
"D41","9/11/2012","temp",18.6
"D41","9/11/2012","secchi",120
"D41","9/11/2012","Microcystis",NA
"D41","10/10/2012","chla",2.29
"D41","10/10/2012","temp",17.6
"D41","10/10/2012","secchi",176
"D41","10/10/2012","Microcystis",NA
"D41","11/9/2012","chla",1.74
"D41","11/9/2012","temp",16
"D41","11/9/2012","secchi",140
"D41","11/9/2012","Microcystis",NA
"D41","12/12/2012","chla",1.98
"D41","12/12/2012","temp",14
"D41","12/12/2012","secchi",92
"D41","12/12/2012","Microcystis",NA
"D41","1/25/2013","chla",1.16
"D41","1/25/2013","temp",10.8
"D41","1/25/2013","secchi",92
"D41","1/25/2013","Microcystis",NA
"D41","2/25/2013","chla",2.17
"D41","2/25/2013","temp",12.4
"D41","2/25/2013","secchi",112
"D41","2/25/2013","Microcystis",NA
"D41","3/26/2013","chla",1.66
"D41","3/26/2013","temp",14.8
"D41","3/26/2013","secchi",105
"D41","3/26/2013","Microcystis",NA
"D41","4/24/2013","chla",4.19
"D41","4/24/2013","temp",15.6
"D41","4/24/2013","secchi",72
"D41","4/24/2013","Microcystis",NA
"D41","5/22/2013","chla",3.77
"D41","5/22/2013","temp",17.4
"D41","5/22/2013","secchi",88
"D41","5/22/2013","Microcystis",NA
"D41","6/20/2013","chla",4.23
"D41","6/20/2013","temp",18.5
"D41","6/20/2013","secchi",92
"D41","6/20/2013","Microcystis",NA
"D41","7/19/2013","chla",3.46
"D41","7/19/2013","temp",19.2
"D41","7/19/2013","secchi",120
"D41","7/19/2013","Microcystis",NA
"D41","8/16/2013","chla",2.46
"D41","8/16/2013","temp",19.7
"D41","8/16/2013","secchi",104
"D41","8/16/2013","Microcystis",NA
"D41","9/27/2013","chla",4.2
"D41","9/27/2013","temp",18.4
"D41","9/27/2013","secchi",112
"D41","9/27/2013","Microcystis",NA
"D41","10/15/2013","chla",1.7
"D41","10/15/2013","temp",16.8
"D41","10/15/2013","secchi",96
"D41","10/15/2013","Microcystis",NA
"D41","11/14/2013","chla",1.87
"D41","11/14/2013","temp",14.5
"D41","11/14/2013","secchi",116
"D41","11/14/2013","Microcystis",NA
"D41","12/13/2013","chla",1.86
"D41","12/13/2013","temp",9.9
"D41","12/13/2013","secchi",100
"D41","12/13/2013","Microcystis",NA
"D41","1/14/2014","chla",1.55
"D41","1/14/2014","temp",11.4
"D41","1/14/2014","secchi",136
"D41","1/14/2014","Microcystis",NA
"D41","2/12/2014","chla",1.53
"D41","2/12/2014","temp",12.5
"D41","2/12/2014","secchi",132
"D41","2/12/2014","Microcystis",NA
"D41","3/12/2014","chla",2.48
"D41","3/12/2014","temp",14.8
"D41","3/12/2014","secchi",92
"D41","3/12/2014","Microcystis",NA
"D41","4/11/2014","chla",2.51
"D41","4/11/2014","temp",16.3
"D41","4/11/2014","secchi",120
"D41","4/11/2014","Microcystis",NA
"D41","5/13/2014","chla",1.48
"D41","5/13/2014","temp",17.5
"D41","5/13/2014","secchi",96
"D41","5/13/2014","Microcystis",NA
"D41","6/10/2014","chla",2.61
"D41","6/10/2014","temp",18.4
"D41","6/10/2014","secchi",88
"D41","6/10/2014","Microcystis",NA
"D41","7/9/2014","chla",2.77
"D41","7/9/2014","temp",19
"D41","7/9/2014","secchi",48
"D41","7/9/2014","Microcystis",NA
"D41","8/21/2014","chla",2.21
"D41","8/21/2014","temp",20.1
"D41","8/21/2014","secchi",84
"D41","8/21/2014","Microcystis",NA
"D41","9/22/2014","chla",1.93
"D41","9/22/2014","temp",21
"D41","9/22/2014","secchi",124
"D41","9/22/2014","Microcystis",NA
"D41","10/7/2014","chla",2.18
"D41","10/7/2014","temp",20.2
"D41","10/7/2014","secchi",84
"D41","10/7/2014","Microcystis",NA
"D41","11/18/2014","chla",1.93
"D41","11/18/2014","temp",15.9
"D41","11/18/2014","secchi",100
"D41","11/18/2014","Microcystis",NA
"D41","12/19/2014","chla",1.43
"D41","12/19/2014","temp",14.07
"D41","12/19/2014","secchi",100
"D41","12/19/2014","Microcystis",NA
"D41","1/21/2015","chla",1.35
"D41","1/21/2015","temp",13.2
"D41","1/21/2015","secchi",60
"D41","1/21/2015","Microcystis",NA
"D41","2/18/2015","chla",1.83
"D41","2/18/2015","temp",15.1
"D41","2/18/2015","secchi",112
"D41","2/18/2015","Microcystis",NA
"D41","3/18/2015","chla",1.71
"D41","3/18/2015","temp",15.8
"D41","3/18/2015","secchi",160
"D41","3/18/2015","Microcystis",NA
"D41","4/15/2015","chla",2.7
"D41","4/15/2015","temp",15.6
"D41","4/15/2015","secchi",104
"D41","4/15/2015","Microcystis",NA
"D41","5/18/2015","chla",2.84
"D41","5/18/2015","temp",16.5
"D41","5/18/2015","secchi",60
"D41","5/18/2015","Microcystis",NA
"D41","6/12/2015","chla",2.88
"D41","6/12/2015","temp",19.3
"D41","6/12/2015","secchi",90
"D41","6/12/2015","Microcystis",NA
"D41","7/14/2015","chla",2.31
"D41","7/14/2015","temp",20.4
"D41","7/14/2015","secchi",NA
"D41","7/14/2015","Microcystis",NA
"D41","8/11/2015","chla",1.71
"D41","8/11/2015","temp",21.2
"D41","8/11/2015","secchi",60
"D41","8/11/2015","Microcystis",1
"D41","9/24/2015","chla",1.56
"D41","9/24/2015","temp",19.57
"D41","9/24/2015","secchi",124
"D41","9/24/2015","Microcystis",1
"D41","10/23/2015","chla",2.01
"D41","10/23/2015","temp",19.4
"D41","10/23/2015","secchi",180
"D41","10/23/2015","Microcystis",1
"D41","11/6/2015","chla",1.52
"D41","11/6/2015","temp",17.07
"D41","11/6/2015","secchi",168
"D41","11/6/2015","Microcystis",1
"D41","12/8/2015","chla",2.16
"D41","12/8/2015","temp",12.4
